position,word,freq,function,item,activation
14,off,78936.75,IN,241,1.9796002383429108
15,the,6961417.875,DT,241,6.461418845027831
16,floor,13000.5,NN,241,0.172120474826974
17,",",3.375,",",241,-8.553019211179882
18,brushed,1077.75,VBD,241,-2.334178730899004
19,off,78936.75,RP,241,1.9796002383429108
20,my,171704.25,PRP$,241,2.75756777045948
21,short,20983.5,JJ,241,0.6522401899242045
22,pants,644.625,NNS,241,-2.8548098406551174
23,",",3.375,",",241,-8.553019211179882
24,and,3018237.75,CC,241,5.625565196146023
25,walked,10625.625,VBD,241,-0.030288941493511076
26,sullenly,78.75,RB,241,-5.015515195721013
27,towards,32175.0,IN,241,1.0806757528524944
28,the,6961417.875,DT,241,6.461418845027831
29,door,28535.625,NN,241,0.9603764466837289
30,.,24.75,.,241,-6.2500316988811715
1,the,6961417.875,DT,242,6.461418845027831
2,matron,447.75,NN,242,-3.2253689117995106
3,was,1039471.875,VBD,242,4.559308638799121
4,smiling,3316.5,VBG,242,-1.200292946220888
5,at,537950.25,IN,242,3.900327488661853
6,me,156406.5,PRP,242,2.6641675914691647
7,sort,24208.875,NN,242,0.7955647816885626
8,of,3309513.75,IN,242,5.717712269505563
9,funny,5051.25,JJ,242,-0.777108941023893
10,like,173077.875,RB,242,2.7655410923991384
11,.,24.75,.,242,-6.2500316988811715
1,the,6961417.875,DT,243,6.461418845027831
2,barber,486.0,NN,243,-3.14114010923714
3,upset,3633.75,VBN,243,-1.1083993779515617
4,by,577212.75,IN,243,3.9708063601786745
5,the,6961417.875,DT,243,6.461418845027831
6,matron,447.75,NN,243,-3.2253689117995106
7,said,235725.75,VBD,243,3.0747206745438733
8,to,2880389.25,TO,243,5.578807643890024
9,her,367890.75,PRP,243,3.5201383182468797
10,",",3.375,",",243,-8.553019211179882
11,``,1.125,``,243,-9.928453736910233
12,you,782544.375,PRP,243,4.27528215619628
13,are,529817.625,VBP,243,3.8850862785826297
14,just,145743.75,RB,243,2.593491816298788
15,a,2419745.625,DT,243,5.404505368361806
16,damn,2306.25,JJ,243,-1.5660863090470456
17,bitch,1054.125,NN,243,-2.356296189401889
18,",",3.375,",",243,-8.553019211179882
19,lady,10937.25,NN,243,-0.0012632890992120287
20,.,24.75,.,243,-6.2500316988811715
21,'',38.25,'',243,-5.771988235240828
1,she,427819.5,PRP,244,3.6711416149625578
2,yelled,848.25,VBD,244,-2.5762618444015892
3,back,115117.875,RB,244,2.3573577842972915
4,at,537950.25,IN,244,3.900327488661853
5,him,185643.0,PRP,244,2.8356879056079283
6,at,537950.25,IN,244,3.900327488661853
7,the,6961417.875,DT,244,6.461418845027831
8,top,26704.125,NN,244,0.8939040259034675
9,of,3309513.75,IN,244,5.717712269505563
10,her,367890.75,PRP$,244,3.5201383182468797
11,lungs,976.5,NNS,244,-2.433867055897844
12,",",3.375,",",244,-8.553019211179882
13,before,99309.375,IN,244,2.2094780864927643
14,walking,7427.25,VBG,244,-0.38977880128348286
15,toward,1429.875,IN,244,-2.0484882291173507
16,the,6961417.875,DT,244,6.461418845027831
17,office,28894.5,NN,244,0.9729036488541788
18,",",3.375,",",244,-8.553019211179882
19,as,582511.5,RB,244,3.9799489740033183
20,fast,8544.375,RB,244,-0.2490929067646198
21,as,582511.5,IN,244,3.9799489740033183
22,she,427819.5,PRP,244,3.6711416149625578
23,could,189441.0,MD,244,2.8559571371454693
24,.,24.75,.,244,-6.2500316988811715
1,to,2880389.25,TO,245,5.578807643890024
2,show,30088.125,VB,245,1.0134756513850014
3,his,487798.875,PRP$,245,3.80241399149176
4,anger,4366.125,NN,245,-0.9236354506729516
5,",",3.375,",",245,-8.553019211179882
6,the,6961417.875,DT,245,6.461418845027831
7,man,69860.25,NN,245,1.857289424440111
8,hit,11197.125,VBD,245,0.022306785068352788
9,the,6961417.875,DT,245,6.461418845027831
10,wall,13538.25,NN,245,0.21279025379768846
11,with,733556.25,IN,245,4.210608759730691
12,his,487798.875,PRP$,245,3.80241399149176
13,hand,39771.0,NN,245,1.2930334160555832
14,and,3018237.75,CC,245,5.625565196146023
15,then,180929.25,RB,245,2.8099458736886045
16,walked,10625.625,VBD,245,-0.030288941493511076
17,outside,23771.25,NN,245,0.7772922082001035
18,where,122198.625,WRB,245,2.417113510595316
19,he,766551.375,PRP,245,4.2546246760537185
20,stood,14923.125,VBD,245,0.3104867242783116
21,against,63234.0,IN,245,1.7574953689020838
22,the,6961417.875,DT,245,6.461418845027831
23,brick,2093.625,NN,245,-1.663662831558261
24,wall,13538.25,NN,245,0.21279025379768846
25,",",3.375,",",245,-8.553019211179882
26,smoking,3305.25,VBG,245,-1.2036743756666064
27,a,2419745.625,DT,245,5.404505368361806
28,cigarette,2574.0,NN,245,-1.4553798168641578
29,.,24.75,.,245,-6.2500316988811715
1,i,1018488.375,PRP,246,4.538908306568984
2,understood,6492.375,VBD,246,-0.5249080300827723
3,right,98587.125,RB,246,2.2021715679616976
4,there,368964.0,RB,246,3.5230541502948856
5,my,171704.25,PRP$,246,2.75756777045948
6,haircut,259.875,NN,246,-3.7811058822364245
7,was,1039471.875,VBD,246,4.559308638799121
8,something,59008.5,NN,246,1.6882283037478099
9,that,1254804.75,WDT,246,4.747640315532376
10,had,501070.5,VBD,246,3.829271959244354
11,been,302313.375,VBN,246,3.3236926694507885
12,out,174771.0,RB,246,2.775287055591765
13,of,3309513.75,IN,246,5.717712269505563
14,the,6961417.875,DT,246,6.461418845027831
15,power,36031.5,NN,246,1.194096653666495
16,of,3309513.75,IN,246,5.717712269505563
17,the,6961417.875,DT,246,6.461418845027831
18,barber,486.0,NN,246,-3.14114010923714
19,and,3018237.75,CC,246,5.625565196146023
20,then,180929.25,RB,246,2.8099458736886045
21,i,1018488.375,PRP,246,4.538908306568984
22,slowly,8903.25,RB,246,-0.20778081513960314
23,walked,10625.625,VBD,246,-0.030288941493511076
24,outside,23771.25,RB,246,0.7772922082001035
25,to,2880389.25,TO,246,5.578807643890024
26,join,8409.375,VB,246,-0.26508246279435443
27,the,6961417.875,DT,246,6.461418845027831
28,man,69860.25,NN,246,1.857289424440111
29,.,24.75,.,246,-6.2500316988811715
1,he,766551.375,PRP,247,4.2546246760537185
2,looked,39575.25,VBD,247,1.2880871193509502
3,down,108028.125,RB,247,2.2937265134864036
4,",",3.375,CC,247,-8.553019211179882
5,smiled,8557.875,VBD,247,-0.24753734156720178
6,at,537950.25,IN,247,3.900327488661853
7,me,156406.5,PRP,247,2.6641675914691647
8,",",3.375,",",247,-8.553019211179882
9,then,180929.25,RB,247,2.8099458736886045
10,he,766551.375,PRP,247,4.2546246760537185
11,patted,506.25,VBD,247,-3.0999028587174235
12,me,156406.5,PRP,247,2.6641675914691647
13,on,814721.625,IN,247,4.315594337402501
14,the,6961417.875,DT,247,6.461418845027831
15,top,26704.125,NN,247,0.8939040259034675
16,of,3309513.75,IN,247,5.717712269505563
17,my,171704.25,PRP$,247,2.75756777045948
18,bald,715.5,JJ,247,-2.7488934923993193
19,as,582511.5,IN,247,3.9799489740033183
20,a,2419745.625,DT,247,5.404505368361806
21,coot,31.5,NN,247,-5.9835740065877765
22,head,42644.25,NN,247,1.3629104425608911
23,.,24.75,.,247,-6.2500316988811715
1,it,1225753.875,PRP,248,4.724208657999368
2,was,1039471.875,VBD,248,4.559308638799121
3,a,2419745.625,DT,248,5.404505368361806
4,fact,41592.375,NN,248,1.3378888287441175
5,of,3309513.75,IN,248,5.717712269505563
6,my,171704.25,PRP$,248,2.75756777045948
7,life,63706.5,NN,248,1.7649466903917033
8,that,1254804.75,IN,248,4.747640315532376
9,i,1018488.375,PRP,248,4.538908306568984
10,was,1039471.875,VBD,248,4.559308638799121
11,not,520624.125,RB,248,3.8675734186303243
12,gonna,88.875,NN,248,-4.889874616234572
13,have,532904.625,VBP,248,3.8908988165500933
14,hair,16259.625,NN,248,0.3964956358681931
15,that,1254804.75,WDT,248,4.747640315532376
16,was,1039471.875,VBD,248,4.559308638799121
17,anything,31861.125,NN,248,1.0708506375587417
18,like,173077.875,IN,248,2.7655410923991384
19,elvis,475.875,NNP,248,-3.1634956569886543
20,'s,908220.375,POS,248,4.424277849605104
21,anytime,130.5,RB,248,-4.488876372586086
22,soon,17893.125,RB,248,0.4925106997026604
23,.,24.75,.,248,-6.2500316988811715
1,i,1018488.375,PRP,249,4.538908306568984
2,then,180929.25,RB,249,2.8099458736886045
3,looked,39575.25,VBD,249,1.2880871193509502
4,up,208252.125,RB,249,2.950706260133212
5,at,537950.25,IN,249,3.900327488661853
6,the,6961417.875,DT,249,6.461418845027831
7,barber,486.0,NN,249,-3.14114010923714
8,with,733556.25,IN,249,4.210608759730691
9,my,171704.25,PRP$,249,2.75756777045948
10,wet,4471.875,JJ,249,-0.8996564695099446
11,red,17028.0,JJ,249,0.4428197052462775
12,eyes,33419.25,NNS,249,1.118690841977081
13,and,3018237.75,CC,249,5.625565196146023
14,asked,37597.5,VBD,249,1.2367219285735436
15,",",3.375,",",249,-8.553019211179882
16,``,1.125,``,249,-9.928453736910233
17,do,315789.75,VBP,249,3.3673332482209077
18,you,782544.375,PRP,249,4.27528215619628
19,know,138684.375,VB,249,2.54379568412083
20,if,266745.375,IN,249,3.19843721727396
21,elvis,475.875,NNP,249,-3.1634956569886543
22,presley,211.5,NNP,249,-3.991485119668974
23,has,291873.375,VBZ,249,3.288525019308653
24,green,16466.625,JJ,249,0.4091825619887524
25,bones,2549.25,NNS,249,-1.4651612263498086
26,?,1.125,.,249,-9.928453736910233
27,'',38.25,'',249,-5.771988235240828
1,this,521145.0,DT,250,3.868574026404361
2,is,1123725.375,VBZ,250,4.637272887394371
3,a,2419745.625,DT,250,5.404505368361806
4,story,15385.5,NN,250,0.34107860932972095
5,of,3309513.75,IN,250,5.717712269505563
6,how,114206.625,WRB,250,2.3494029854196268
7,mr.,16600.5,NNP,250,0.4173067115352761
8,sticky,947.25,NNP,250,-2.4645102603811284
9,got,104848.875,VBD,250,2.263817894501636
10,in,2118706.875,IN,250,5.2716165665251795
11,abby,27.0,NNP,250,-6.139109430302041
12,'s,908220.375,POS,250,4.424277849605104
13,fish,12255.75,NN,250,0.11292464346176745
14,tank,3739.5,NN,250,-1.0795032148563954
15,.,24.75,.,250,-6.2500316988811715
1,``,1.125,``,251,-9.928453736910233
2,he,766551.375,PRP,251,4.2546246760537185
3,'s,908220.375,VBZ,251,4.424277849605104
4,very,138472.875,RB,251,2.5422661664127704
5,small,50008.5,JJ,251,1.5224796790484647
6,",",3.375,",",251,-8.553019211179882
7,'',38.25,'',251,-5.771988235240828
8,abby,27.0,NNP,251,-6.139109430302041
9,'s,908220.375,POS,251,4.424277849605104
10,mom,295.875,NN,251,-3.6483000975153645
11,said,235725.75,VBD,251,3.0747206745438733
12,as,582511.5,IN,251,3.9799489740033183
13,she,427819.5,PRP,251,3.6711416149625578
14,peered,992.25,VBD,251,-2.417547139491925
15,at,537950.25,IN,251,3.900327488661853
16,the,6961417.875,DT,251,6.461418845027831
17,tiny,6145.875,JJ,251,-0.5800501168512238
18,water,39462.75,NN,251,1.2852287887147298
19,snail,330.75,NN,251,-3.5342066266493557
20,.,24.75,.,251,-6.2500316988811715
1,abby,27.0,NNP,252,-6.139109430302041
2,said,235725.75,VBD,252,3.0747206745438733
3,that,1254804.75,IN,252,4.747640315532376
4,he,766551.375,PRP,252,4.2546246760537185
5,would,287097.75,MD,252,3.2720158482858137
6,grow,6156.0,VB,252,-0.5783245045997105
7,and,3018237.75,CC,252,5.625565196146023
8,then,180929.25,RB,252,2.8099458736886045
9,pulled,7900.875,VBD,252,-0.3277418183222293
10,her,367890.75,PRP$,252,3.5201383182468797
11,pajama,1.125,NN,252,-9.928453736910233
12,bottoms,364.5,NNS,252,-3.434667425510372
13,up,208252.125,RB,252,2.950706260133212
14,again,63259.875,RB,252,1.7578981375935645
15,before,99309.375,IN,252,2.2094780864927643
16,she,427819.5,PRP,252,3.6711416149625578
17,got,104848.875,VBD,252,2.263817894501636
18,into,183903.75,IN,252,2.8262649157595674
19,bed,17883.0,NN,252,0.4919466462214372
20,",",3.375,",",252,-8.553019211179882
21,for,958188.375,IN,252,4.477855445776505
22,they,487659.375,PRP,252,3.802128335474013
23,were,363186.0,VBD,252,3.507260646608495
24,always,52006.5,RB,252,1.5617189397490685
25,falling,5341.5,VBG,252,-0.7209772421728771
26,down,108028.125,RP,252,2.2937265134864036
27,.,24.75,.,252,-6.2500316988811715
1,usually,21544.875,RB,253,0.6786994345552457
2,",",3.375,",",253,-8.553019211179882
3,abby,27.0,NNP,253,-6.139109430302041
4,'s,908220.375,POS,253,4.424277849605104
5,mom,295.875,NN,253,-3.6483000975153645
6,got,104848.875,VBD,253,2.263817894501636
7,up,208252.125,RP,253,2.950706260133212
8,at,537950.25,IN,253,3.900327488661853
9,the,6961417.875,DT,253,6.461418845027831
10,crack,2028.375,NN,253,-1.6955220124835912
11,of,3309513.75,IN,253,5.717712269505563
12,dawn,2742.75,NN,253,-1.3915683800252632
13,",",3.375,",",253,-8.553019211179882
14,but,513081.0,CC,253,3.8529715218956166
15,it,1225753.875,PRP,253,4.724208657999368
16,was,1039471.875,VBD,253,4.559308638799121
17,abby,27.0,NNP,253,-6.139109430302041
18,who,232455.375,WP,253,3.0607401348152368
19,jumped,2724.75,VBD,253,-1.3981997010933498
20,out,174771.0,RP,253,2.775287055591765
21,of,3309513.75,IN,253,5.717712269505563
22,bed,17883.0,NN,253,0.4919466462214372
23,first,133537.5,RB,253,2.505939399601613
24,the,6961417.875,DT,253,6.461418845027831
25,next,48538.125,JJ,253,1.49259088613506
26,morning,23787.0,NN,253,0.7779614058539396
27,and,3018237.75,CC,253,5.625565196146023
28,switched,2334.375,VBD,253,-1.5538995134126583
29,on,814721.625,RP,253,4.315594337402501
30,the,6961417.875,DT,253,6.461418845027831
31,light,24305.625,NN,253,0.7995678769350751
32,in,2118706.875,IN,253,5.2716165665251795
33,her,367890.75,PRP$,253,3.5201383182468797
34,fish,12255.75,NN,253,0.11292464346176745
35,tank,3739.5,NN,253,-1.0795032148563954
36,",",3.375,",",253,-8.553019211179882
37,which,418538.25,WDT,253,3.64919649625762
38,contained,5587.875,VBD,253,-0.67569361416808
39,three,89788.5,CD,253,2.1085743466564195
40,fish,12255.75,NN,253,0.11292464346176745
41,.,24.75,.,253,-6.2500316988811715
1,at,537950.25,IN,254,3.900327488661853
2,first,133537.5,JJ,254,2.505939399601613
3,",",3.375,",",254,-8.553019211179882
4,she,427819.5,PRP,254,3.6711416149625578
5,could,189441.0,MD,254,2.8559571371454693
6,see,133618.5,VB,254,2.5065463938447095
7,neither,9275.625,DT,254,-0.1666700062910085
8,hide,2833.875,NN,254,-1.358676118240291
9,nor,14028.75,CC,254,0.24847315630384106
10,hair,16259.625,NN,254,0.3964956358681931
11,of,3309513.75,IN,254,5.717712269505563
12,the,6961417.875,DT,254,6.461418845027831
13,snail,330.75,NN,254,-3.5342066266493557
14,",",3.375,",",254,-8.553019211179882
15,but,513081.0,CC,254,3.8529715218956166
16,then,180929.25,RB,254,2.8099458736886045
17,she,427819.5,PRP,254,3.6711416149625578
18,spotted,1849.5,VBD,254,-1.788651819180135
19,him,185643.0,PRP,254,2.8356879056079283
20,.,24.75,.,254,-6.2500316988811715
1,it,1225753.875,PRP,255,4.724208657999368
2,had,501070.5,VBD,255,3.829271959244354
3,taken,39998.25,VBN,255,1.2987383973644349
4,abby,27.0,NNP,255,-6.139109430302041
5,a,2419745.625,DT,255,5.404505368361806
6,while,63722.25,NN,255,1.765196213256624
7,to,2880389.25,TO,255,5.578807643890024
8,find,47589.75,VB,255,1.4728192347779459
9,sticky,947.25,NNP,255,-2.4645102603811284
10,because,95833.125,IN,255,2.1738060896422704
11,he,766551.375,PRP,255,4.2546246760537185
12,was,1039471.875,VBD,255,4.559308638799121
13,clinging,789.75,VBG,255,-2.648970308324939
14,to,2880389.25,TO,255,5.578807643890024
15,the,6961417.875,DT,255,6.461418845027831
16,glass,11088.0,NN,255,0.012484912210179418
17,near,19676.25,IN,255,0.5877568837961145
18,the,6961417.875,DT,255,6.461418845027831
19,bottom,8492.625,NN,255,-0.2552069520846198
20,",",3.375,",",255,-8.553019211179882
21,right,98587.125,RB,255,2.2021715679616976
22,next,48538.125,JJ,255,1.49259088613506
23,to,2880389.25,TO,255,5.578807643890024
24,the,6961417.875,DT,255,6.461418845027831
25,gravel,1404.0,NN,255,-2.0666152792738455
26,.,24.75,.,255,-6.2500316988811715
1,at,537950.25,IN,256,3.900327488661853
2,school,42233.625,NN,256,1.353213065357357
3,that,1254804.75,DT,256,4.747640315532376
4,day,70038.0,NN,256,1.8598358610064298
5,",",3.375,",",256,-8.553019211179882
6,abby,27.0,NNP,256,-6.139109430302041
7,",",3.375,",",256,-8.553019211179882
8,encouraged,5207.625,VBN,256,-0.7465008806100759
9,by,577212.75,IN,256,3.9708063601786745
10,her,367890.75,PRP$,256,3.5201383182468797
11,teacher,9843.75,NN,256,-0.10700556143856832
12,",",3.375,",",256,-8.553019211179882
13,wrote,11147.625,VBD,256,0.017838289987570272
14,excitedly,330.75,RB,256,-3.5342066266493557
15,about,221755.5,IN,256,3.0135808560041815
16,the,6961417.875,DT,256,6.461418845027831
17,small,50008.5,JJ,256,1.5224796790484647
18,and,3018237.75,CC,256,5.625565196146023
19,mysterious,1512.0,JJ,256,-1.9917977133377511
20,mr.,16600.5,NNP,256,0.4173067115352761
21,sticky,947.25,NN,256,-2.4645102603811284
22,",",3.375,",",256,-8.553019211179882
23,who,232455.375,WP,256,3.0607401348152368
24,you,782544.375,PRP,256,4.27528215619628
25,could,189441.0,MD,256,2.8559571371454693
26,mistake,4353.75,VB,256,-0.926562120372856
27,for,958188.375,IN,256,4.477855445776505
28,a,2419745.625,DT,256,5.404505368361806
29,piece,10518.75,NN,256,-0.04044029577658386
30,of,3309513.75,IN,256,5.717712269505563
31,gravel,1404.0,NN,256,-2.0666152792738455
32,.,24.75,.,256,-6.2500316988811715
1,he,766551.375,PRP,257,4.2546246760537185
2,seemed,26789.625,VBD,257,0.8970984354565016
3,an,387051.75,DT,257,3.5709409332100446
4,ideal,6339.375,JJ,257,-0.5488657266020821
5,pet,1604.25,NN,257,-1.932105528499685
6,for,958188.375,IN,257,4.477855445776505
7,her,367890.75,PRP,257,3.5201383182468797
8,",",3.375,",",257,-8.553019211179882
9,some,192789.0,DT,257,2.873490465467128
10,of,3309513.75,IN,257,5.717712269505563
11,the,6961417.875,DT,257,6.461418845027831
12,girls,10823.625,NNS,257,-0.011760572234273327
13,in,2118706.875,IN,257,5.2716165665251795
14,her,367890.75,PRP$,257,3.5201383182468797
15,class,20417.625,NN,257,0.6248294691152033
16,teased,480.375,VBD,257,-3.15337885603354
17,",",3.375,",",257,-8.553019211179882
18,because,95833.125,IN,257,2.1738060896422704
19,abby,27.0,NNP,257,-6.139109430302041
20,was,1039471.875,VBD,257,4.559308638799121
21,also,140495.625,RB,257,2.556783173044053
22,very,138472.875,RB,257,2.5422661664127704
23,small,50008.5,JJ,257,1.5224796790484647
24,.,24.75,.,257,-6.2500316988811715
1,that,1254804.75,DT,258,4.747640315532376
2,evening,15549.75,NN,258,0.3517209339982982
3,",",3.375,",",258,-8.553019211179882
4,abby,27.0,NNP,258,-6.139109430302041
5,turned,27748.125,VBD,258,0.9323392230021653
6,on,814721.625,RP,258,4.315594337402501
7,the,6961417.875,DT,258,6.461418845027831
8,light,24305.625,NN,258,0.7995678769350751
9,and,3018237.75,CC,258,5.625565196146023
10,found,55038.375,VBD,258,1.6184717588767379
11,mr.,16600.5,NNP,258,0.4173067115352761
12,sticky,947.25,NNP,258,-2.4645102603811284
13,clinging,789.75,VBG,258,-2.648970308324939
14,to,2880389.25,TO,258,5.578807643890024
15,the,6961417.875,DT,258,6.461418845027831
16,pond,1942.875,JJ,258,-1.7390763927011272
17,weed,532.125,NN,258,-3.0491211444338293
18,and,3018237.75,CC,258,5.625565196146023
19,bobbing,240.75,VBG,258,-3.8591865421929694
20,about,221755.5,RP,258,3.0135808560041815
21,in,2118706.875,IN,258,5.2716165665251795
22,the,6961417.875,DT,258,6.461418845027831
23,air,21460.5,NN,258,0.6747744293296928
24,bubbles,542.25,NNS,258,-3.030091670173166
25,.,24.75,.,258,-6.2500316988811715
1,``,1.125,``,259,-9.928453736910233
2,that,1254804.75,DT,259,4.747640315532376
3,looks,12967.875,VBZ,259,0.16958514701689245
4,fun,5761.125,NN,259,-0.6449437276612234
5,!,1.125,.,259,-9.928453736910233
6,'',38.25,'',259,-5.771988235240828
7,abby,27.0,NNP,259,-6.139109430302041
8,exclaimed,1072.125,VBD,259,-2.33917372456818
9,.,24.75,.,259,-6.2500316988811715
1,she,427819.5,PRP,260,3.6711416149625578
2,tried,17078.625,VBD,260,0.4457782408137472
3,to,2880389.25,TO,260,5.578807643890024
4,imagine,6829.875,VB,260,-0.4740386970341047
5,what,280666.125,WP,260,3.249344451920133
6,it,1225753.875,PRP,260,4.724208657999368
7,must,81642.375,MD,260,2.0133476619429134
8,be,747877.5,VB,260,4.229951711019649
9,like,173077.875,JJ,260,2.7655410923991384
10,to,2880389.25,TO,260,5.578807643890024
11,have,532904.625,VB,260,3.8908988165500933
12,to,2880389.25,TO,260,5.578807643890024
13,hang,3695.625,VB,260,-1.0913940846560415
14,on,814721.625,RP,260,4.315594337402501
15,to,2880389.25,TO,260,5.578807643890024
16,things,47734.875,NNS,260,1.4758678989689056
17,all,295252.875,DT,260,3.300044068279032
18,day,70038.0,NN,260,1.8598358610064298
19,and,3018237.75,CC,260,5.625565196146023
20,decided,17058.375,VBD,260,0.44459587528582184
21,the,6961417.875,DT,260,6.461418845027831
22,answer,16223.625,NN,260,0.39427271303354894
23,was,1039471.875,VBD,260,4.559308638799121
24,that,1254804.75,IN,260,4.747640315532376
25,it,1225753.875,PRP,260,4.724208657999368
26,was,1039471.875,VBD,260,4.559308638799121
27,probably,30715.875,RB,260,1.0341557291049546
28,very,138472.875,RB,260,2.5422661664127704
29,tiring,343.125,JJ,260,-3.49575125483744
30,.,24.75,.,260,-6.2500316988811715
1,abby,27.0,NNP,261,-6.139109430302041
2,told,41890.5,VBD,261,1.3450423430488896
3,her,367890.75,PRP$,261,3.5201383182468797
4,mom,295.875,NN,261,-3.6483000975153645
5,that,1254804.75,IN,261,4.747640315532376
6,she,427819.5,PRP,261,3.6711416149625578
7,thought,63993.375,VBD,261,1.7694471444811157
8,sticky,947.25,NNP,261,-2.4645102603811284
9,had,501070.5,VBD,261,3.829271959244354
10,grown,4527.0,VBN,261,-0.8872391468551737
11,a,2419745.625,DT,261,5.404505368361806
12,bit,14608.125,NN,261,0.2890883670800567
13,the,6961417.875,DT,261,6.461418845027831
14,next,48538.125,JJ,261,1.49259088613506
15,day,70038.0,NN,261,1.8598358610064298
16,at,537950.25,IN,261,3.900327488661853
17,breakfast,5013.0,NN,261,-0.784724282836771
18,.,24.75,.,261,-6.2500316988811715
1,``,1.125,``,262,-9.928453736910233
2,just,145743.75,RB,262,2.593491816298788
3,as,582511.5,RB,262,3.9799489740033183
4,well,132141.375,RB,262,2.4954193594567933
5,if,266745.375,IN,262,3.19843721727396
6,he,766551.375,PRP,262,4.2546246760537185
7,'s,908220.375,VBZ,262,4.424277849605104
8,going,74715.75,VBG,262,1.924571569052383
9,to,2880389.25,TO,262,5.578807643890024
10,be,747877.5,VB,262,4.229951711019649
11,gobbled,68.625,VBN,262,-5.158810418993845
12,up,208252.125,RP,262,2.950706260133212
13,like,173077.875,IN,262,2.7655410923991384
14,that,1254804.75,DT,262,4.747640315532376
15,",",3.375,",",262,-8.553019211179882
16,'',38.25,'',262,-5.771988235240828
17,her,367890.75,PRP$,262,3.5201383182468797
18,mom,295.875,NN,262,-3.6483000975153645
19,responded,2464.875,VBD,262,-1.499195359707976
20,who,232455.375,WP,262,3.0607401348152368
21,was,1039471.875,VBD,262,4.559308638799121
22,busy,5769.0,JJ,262,-0.6435602155775995
23,preparing,2909.25,VBG,262,-1.332133869375376
24,breakfast,5013.0,NN,262,-0.784724282836771
25,.,24.75,.,262,-6.2500316988811715
1,abby,27.0,NNP,263,-6.139109430302041
2,whined,115.875,VBD,263,-4.613666022953098
3,that,1254804.75,IN,263,4.747640315532376
4,she,427819.5,PRP,263,3.6711416149625578
5,did,161357.625,VBD,263,2.6953605900580073
6,n't,374463.0,RB,263,3.5378569313158996
7,want,64740.375,VB,263,1.781069360562648
8,him,185643.0,PRP,263,2.8356879056079283
9,to,2880389.25,TO,263,5.578807643890024
10,get,111944.25,VB,263,2.3293745534700117
11,too,78940.125,RB,263,1.9796470179575716
12,big,28779.75,JJ,263,0.9689114439484203
13,or,417211.875,CC,263,3.6460198553490035
14,he,766551.375,PRP,263,4.2546246760537185
15,would,287097.75,MD,263,3.2720158482858137
16,n't,374463.0,RB,263,3.5378569313158996
17,be,747877.5,VB,263,4.229951711019649
18,cute,342.0,JJ,263,-3.4989108499531008
19,anymore,328.5,RB,263,-3.540781716117406
20,.,24.75,.,263,-6.2500316988811715
1,``,1.125,``,264,-9.928453736910233
2,small,50008.5,JJ,264,1.5224796790484647
3,things,47734.875,NNS,264,1.4758678989689056
4,",",3.375,",",264,-8.553019211179882
5,not,520624.125,RB,264,3.8675734186303243
6,big,28779.75,JJ,264,0.9689114439484203
7,things,47734.875,NNS,264,1.4758678989689056
8,",",3.375,",",264,-8.553019211179882
9,are,529817.625,VBP,264,3.8850862785826297
10,cute,342.0,JJ,264,-3.4989108499531008
11,",",3.375,",",264,-8.553019211179882
12,right,98587.125,RB,264,2.2021715679616976
13,?,1.125,.,264,-9.928453736910233
14,'',38.25,'',264,-5.771988235240828
15,she,427819.5,PRP,264,3.6711416149625578
16,asked,37597.5,VBD,264,1.2367219285735436
17,",",3.375,",",264,-8.553019211179882
18,half,33504.75,NN,264,1.1212435994705072
19,to,2880389.25,TO,264,5.578807643890024
20,herself,19346.625,PRP,264,0.5708085216442763
21,.,24.75,.,264,-6.2500316988811715
1,the,6961417.875,DT,265,6.461418845027831
2,next,48538.125,JJ,265,1.49259088613506
3,day,70038.0,NN,265,1.8598358610064298
4,in,2118706.875,IN,265,5.2716165665251795
5,art,17535.375,NN,265,0.4722517485720976
6,class,20417.625,NN,265,0.6248294691152033
7,",",3.375,",",265,-8.553019211179882
8,abby,27.0,NNP,265,-6.139109430302041
9,needed,18599.625,VBD,265,0.5313268884362633
10,two,175628.25,CD,265,2.780183610600796
11,pieces,6271.875,NNS,265,-0.5596603554378805
12,of,3309513.75,IN,265,5.717712269505563
13,paper,19533.375,NN,265,0.5804468282709213
14,that,1254804.75,WDT,265,4.747640315532376
15,were,363186.0,VBD,265,3.507260646608495
16,very,138472.875,RB,265,2.5422661664127704
17,expensive,6602.625,JJ,265,-0.5080117417225825
18,",",3.375,",",265,-8.553019211179882
19,to,2880389.25,TO,265,5.578807643890024
20,draw,8322.75,VB,265,-0.2755011836846354
21,an,387051.75,DT,265,3.5709409332100446
22,elephant,1029.375,NN,265,-2.3804501938917517
23,",",3.375,",",265,-8.553019211179882
24,but,513081.0,CC,265,3.8529715218956166
25,the,6961417.875,DT,265,6.461418845027831
26,teacher,9843.75,NN,265,-0.10700556143856832
27,did,161357.625,VBD,265,2.6953605900580073
28,n't,374463.0,RB,265,3.5378569313158996
29,mind,32034.375,VB,265,1.0762807401263903
30,abby,27.0,NNP,265,-6.139109430302041
31,using,27745.875,VBG,265,0.9322443801654475
32,the,6961417.875,DT,265,6.461418845027831
33,expensive,6602.625,JJ,265,-0.5080117417225825
34,paper,19533.375,NN,265,0.5804468282709213
35,because,95833.125,IN,265,2.1738060896422704
36,she,427819.5,PRP,265,3.6711416149625578
37,was,1039471.875,VBD,265,4.559308638799121
